"mid","codepost","censoredpost","politics","complaining","similarity"
"meBoVwF8Mg","转发微博","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"m5u7a1LJx2","【女孩坐出租车住宾馆要知道的安全常识】。。开始觉得没啥意思。。看完之后才突然觉得。。应该告诉周围所有滴女同志。。以防万一额。。。快去告诉你周围的女生吧～～安全第一额～","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mCVU9hGgLN","转发微博","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mxOYttWYFt","姐姐在给弟弟喂饭，还要吹一下，以免烫伤。在农村，以大带小，是最常见的，最纯洁的兄妹（弟）情谊，血浓于水的感情啊，大概今天独生子女很难想象。手足亲情慢慢从中国褪去.....（转）","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"m79KT2RGUI","转发微博","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mpbEl4iAut","月销2600份，而且已经是买2送一呢！值得尝试！","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",3
"mvRZbsQ6Rc","我想谈一场光明正大的恋爱！我妈同意，我爸同意，你妈同意，你爸同意，我们的大伯二姑三妈四舅五婶六姨都同意！每天我们毫无顾忌的在一起！当我想你得时候，我爸妈会说：让她来咱家住几天呗！当你无聊时，你爸妈会自然得说：去给那臭小子打电话，让他带你出去玩去！转的人2012愿望会实现呃","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mdQb3GdXr6","【孕后期听哪些音乐最适合胎教】《茉莉花》（献给天使的歌声）、《红蜻蜓》、《饮湖上初晴后雨》、《古朗月行》、《鹿柴》（为生命的吟诵）、《船歌》（聆听可爱的旋律）、《天鹅》（聆听可爱的旋律）、《弦乐小夜曲》（莫扎特）、《九格迷宫》、《水晶的合唱》、《木头熊》（快乐节拍律动）。","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mpG31WGE33","【每天吃葡萄干可改善贫血和手脚冰凉症状】葡萄干含铁丰富，还含有多种矿物质、维生素和氨基酸，是体虚贫血者的佳品。专家建议，人们可以每天吃一把葡萄干，约30~40克，坚持15天，对改善体虚贫血有一定作用。不过，葡萄干含糖量较高，糖尿病患者不宜多吃，肥胖之人也不宜多食。手脚冰凉的MM要记得啊！","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",2
"m9IBVFyo5Z","花草茶调养方","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"m4hxivEQ87","女朋友生气要哄她","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mBcnsOKMEe","【给未来宝宝跟自己记住两件事】1、和医生事先说好，孩子出生后晚剪脐带2分钟。研究表明，这样会使脐带中的造血干细胞更多的流向孩子，给孩子提高的免疫力会使白血病这样的重病降低50%以上。2、如果你是剖腹产，那么术后6小时进食，你先喝萝卜汤，帮助排气。白萝卜去皮剁碎用水煮，连萝卜一起喝下去。","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mrAy5zxbVo","可恨的不是小三","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mwPlDsiNo7","【食疗让女人更健康】1、痛经吃香蕉；2、贫血多吃肝脏、瘦肉、菠菜，少喝浓茶、咖啡；3、经期不适喝加蜜热奶；4、乳腺病吃全麦食品和海带；5、妇科肿瘤吃红皮果蔬；6、雌激素低吃豆制品；7、吃蒜防治霉菌性阴道炎；8、宫颈癌摄入叶酸；9、卵巢癌多吃高钙食品如虾米；10、防治乳腺癌喝红酒。","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",3
"m0kACfcJUr","【衣服、鞋子发黄处理办法】教大家衣服、鞋子发黄的处理办法，非常实用哦～","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mT500VRKCN","转给烟民们：拯救你的肺！","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mpG31H1Bln","累了，就休息下吧","睡睡白面膜帖——光甘草定+熊果苷+原花青素，天然植物美白~~用后的感受：1、睡一觉就变白，效果很明显；2、精华非常多，但是丝毫不油腻；3、毛孔细致莹润，肌肤非常白皙、光泽！详细介绍戳这里：【】","No","No",1
"mhir4DGkkS","发表了博文《老早的旧小说《后来》》-好吧，人是不能随便吹牛的，我在微博上吹牛吹得，只好把这个至少是写于6年前的小说贴上来了，它的首发杂志好像是《希望》，现在《希望》已经末有了……其实，这些小说，","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"muyfAVuEz6","雪阳同学评价我的包子好吃与否的原因不在馅上，比如说上次，我包韭菜肉丁馅的，我认为很好吃，问她好吃否，想等来表扬驱劳作之疲惫，她说不好吃。我忍着气闷：为什么不好吃？她：皮太薄了。我只有更加气闷。就想等下次，直接揉成馒头，跟捣窝窝头似的，中间捣一小孔赛白菜丁和肉丁各一块捏好蒸熟拉倒。","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mtqifk9kZx","在爱情中，当一个深爱另一个而拼命付出，另一个因不爱而冷漠享受。我们总替付出很多爱的那个冤得慌，其实不是这么回事，爱一个人时，把自己零片给对方做烧烤吃，都是开心的，不爱却又必须吃烧烤的那个是窝心的，就象熟人口水喷到茶杯里，倒也不是喝也不是，别扭啊，可如果爱，可以吃到口水的吻很陶醉。","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mU5k86IeYV","仰慕杀老连了，刚才正在微博上玩的欢,突然俺滴专栏编辑杀到,要稿^^^^^老连当即开写，劈里啪啦,一千多字交出去了^^^^^^^","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mcyd4004GA","刚烙好的白菜肉丁馅饼……纯绿色的，俺娘自己种麦子自己磨的面粉，木有增白剂，所以看上去木那么白。","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mhir2gvYz9","真无聊，这也成新闻了，这什么也说明不了，只说明特权阶级越来越讲究享受还讲究视觉享受，服侍他们的人越来越自我奴化！","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mRcZKU40IL","俺和邻居说，俺家有君子兰，喜欢的话挖棵给她，她说君子兰需要有文化的人养，我腾然明白为什么……我会把君子兰养死了…话说前年，我拿雷达喷君子兰盆里的小虫，把它喷死了，后来又长出了五六棵，因没分盆，一棵棵长得很韭菜似的，瞧着它那副没出息的小样就生气，原来不是它的错，而是我……木文化……","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"m7n4h6WLiz","转给中年女银看","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mJGElDo7BS","老早的旧小说《后来》","科技无边界。这照片有点可笑！网络是愚民之术的致命天敌！！！！原始积累。很多曾经光彩耀人的历史今天却是某些人、某些制度不堪的耻辱。","No","No",1
"mvRhHYWL8K","這大約是做網頁的人大意了才會出現這情況,就是說ae跟xaga都請同人人or公司建網頁原来是这样00！","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"m5PHDuV3uA","哦草脾氣真好.傻逼啊！！！有病！真高温丝按重量算这个价格也没可能好嘛！哟，太带感了，亲为什么你不自己买发丝盘啊，盘头发人工不要钱啊，自己动手丰衣足食啊亲！2333.BO主实在是算脾气好，要是我早拖黑了","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"m4hOwJp6dh","你地無鬼咁衰啦XD熱烈地彈琴熱烈地唱","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mgwUEW0CXy","够清晰名嘴的實力字字铿锵@爱超人的怪兽","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"m7ddJvzyMX","要是都長大了........我可以想像主人被拖在路上的畫面((看過三只大狗拖著主人來跑......而主人趴在地上==","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mxOyEQdKUT","哈哈哈哈好正！","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mJKJKMwqwR","好身材！！！！","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mdZCj2TpFx","转发微博。","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"m87M2hkvP6","好大箱啊~~~~>口<","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mfolMpQOVH","@要向前走的晴嵐","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mf68vhM65F","不是禮物，我們要收你佣金的XDDDD这是生日礼物吗！！一定要啊！！拜托啦！！（泥垢","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"meBKYeXeSL","#ERROR!","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"m60xI85TnQ","醉酒的人總說我沒醉被洗腦的人當然不會知道自己被洗腦了","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","Yes","No",1
"m0WaYqoUlu","萌哭了","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mgwUGf88fI","某些人士總是選擇性失明沒常識的來看一下","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mNTwYav0vV","這張好美喔！！！喵！！！！！！把持不住的貞子TAT","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mF8t4dEqok","生日快樂！祝逢抽必中神番！","突然覺得此人影衰了姓梁的...==|||同学们好！特首好！同学们辛苦了！为人民服务！转发微博","No","No",1
"mwu5ZtZKaq","总统的儿子能领救济金？一定是走了后门的！","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","Yes","No",1
"mcbRPT4qE","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"mqJEhvVKPn","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"m80GjFbOhw","你是顺服还是抗争？","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","Yes","No",1
"mR6lGtcuLE","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"mJtv4cg0yo","已举报。都去举报,封了丫的！！","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","Yes","No",1
"mGvkQzY37F","央视在报道的开头特意强调，韩国是互联网最发达，普及率最高的国家，也是世界上首个实施网络实名制的国家。目前，央视网的原始报道页面已被删除。","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","Yes","No",1
"mnVPfmW44X","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"mGxOuh6LtU","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"m0WzTrYeXd","施主缺少横批！伟哥到，女兵叫！","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"mhkaNiWZRz","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"mZm9nQooZK","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"m4YdVOm4Vr","自跪比那天被踢跪好。","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"mQWBc1R3IN","转发微博","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"m3z8Oy79oj","花朵为什么都这样凋零？孩子们，一路走好！","置顶微博谁能告诉我？什么话我不可以说？凭什么删我的帖？@于建嵘","No","No",1
"m80FIb1ANs","文革中的造反英雄，北师大井冈山」领袖谭厚兰，1966年11月率领二百多人到山东曲阜造反，二十多天中，烧毁古书二千七百余册，字画九百多轴，其中有国家一级文物七十余件，砸毁历代石碑一个余座，捣毁孔庙，挖掘第七十六代「衍圣公」的坟，对其曝尸批判。","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","Yes","No",5
"m6E6XAtiQM","信仰问题成为中国当下的关键问题","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","No","No",1
"mQkT3ks2b4","酒店园林区，孔雀在悠闲的散步。","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","No","No",1
"mBcMqDOnua","更可怕的是毁了文化，毁了人心，这种民族的创伤，需要几代人才能修复。前几天看到有人发布一个400多万的文革伤亡数字，可能是压低了的。叶的估计可能更接近真实。因为当时发生了＂全面＂内战！天！第一次见到这个数字！太了怕了。中国折腾不起了！轉發微博","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","Yes","No",5
"mAaE9sye6k","转发微博","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","No","No",1
"m9IcrTbQVw","转发微博","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","No","No",1
"m5uRTzHx9H","近日各报热炒“国共两党首度确认两岸同属一中”，却没有一家说明国民党的“一中两区”是中华民国之下有台湾大陆两个地区；他们说的“中国人”，是中华民国人。你不说明白，看报的普通工农群众还以为国民党归顺共产党了呢！另外，常常把“台湾地区领导人”这样的概念加于台湾人之口，人家是这样说的吗？","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","Yes","No",1
"mEmWHAsFTN","没有政治制度的重大改革与政治体制的根本性改革，权力得不到制约，腐败如何能够消除？反腐30年了，越反越腐。长期这样下去，最后的结果，恐怕不是再次一次“文革”，而是再来一次革命。","萧功秦按语：李是当年武汉红卫兵领袖，因擅杀对立派，在文革后被判多年徒刑。他已经大彻大悟，我与他相识。本文有价值，决非一般网文可比，让我们大开眼界。值得一读。","Yes","No",4
"m60fi5Ti77","反转、打汉奸任务紧迫全北京高校中仅学生免于涉嫌致癌、绝育的#转基因#毒豆油的危害？怎么看？@吕永岩","表叔的一块表顶俺不吃不喝几年的工资啊！！","Yes","No",1
"mQWBVfsyuF","赶紧送走","表叔的一块表顶俺不吃不喝几年的工资啊！！","No","No",1
"mjBRLWfiiz","转发微博","表叔的一块表顶俺不吃不喝几年的工资啊！！","No","No",1
"m3z8nTi8we","哪有那么大地方放啊?","表叔的一块表顶俺不吃不喝几年的工资啊！！","No","No",1
"m4Y9ypwrjm","又做运动员又做裁判员，这个安全中心一定是假的。转基因推手都长着一副哈巴狗样，不信对着照片看看。","表叔的一块表顶俺不吃不喝几年的工资啊！！","Yes","No",1
"mkbHUKOLJd","1938年1月21日夜至1938年10月，我八路军在高阳地区抗日战绩，据不完全统计我军毙伤日军3276人，俘100人，毙伤伪军1130名，俘296名，伪军反正1100名，我军伤1809名，牺牲1303名","表叔的一块表顶俺不吃不喝几年的工资啊！！","Yes","No",1
"m4Y9lgFS3l","转发微博","表叔的一块表顶俺不吃不喝几年的工资啊！！","No","No",1
"mkbHUMu3b7","习总，您如何看毛万春。他执行了谁的指令。转发微博","表叔的一块表顶俺不吃不喝几年的工资啊！！","Yes","No",1
"mAMiRox9UV","唱红是扬正气，打黑是固根基。五个重庆万岁！","表叔的一块表顶俺不吃不喝几年的工资啊！！","Yes","No",1
"mkTGyDzbZC","摸你妹啊，老子不是Rose……","观众和媒体质疑《泰坦尼克号》中Rose裸身让Jack作画的情节1998年在大陆上映时没有被删除、2012年上映却被删除，近日广电总局终于对此给出了解释：“考虑到3D电影的特殊性，我们担心播放此片段时观众会伸手去摸，打到前排观众的头，造成纠纷。出于建设精神文明社会的考虑，我们决定删除此片段。","No","No",2
"mf6OySy16J","长不高的永远在骚动，长的高的依然有恃无恐~~","观众和媒体质疑《泰坦尼克号》中Rose裸身让Jack作画的情节1998年在大陆上映时没有被删除、2012年上映却被删除，近日广电总局终于对此给出了解释：“考虑到3D电影的特殊性，我们担心播放此片段时观众会伸手去摸，打到前排观众的头，造成纠纷。出于建设精神文明社会的考虑，我们决定删除此片段。","No","No",1
"m60i8h7t1h","15年前，谁陪你在这里看的《泰坦尼克》？那个人你还好吗？图：锋尚阿虎","观众和媒体质疑《泰坦尼克号》中Rose裸身让Jack作画的情节1998年在大陆上映时没有被删除、2012年上映却被删除，近日广电总局终于对此给出了解释：“考虑到3D电影的特殊性，我们担心播放此片段时观众会伸手去摸，打到前排观众的头，造成纠纷。出于建设精神文明社会的考虑，我们决定删除此片段。","No","No",5
"m60i8iFiKt","1/2乱马版妖娆哥！","观众和媒体质疑《泰坦尼克号》中Rose裸身让Jack作画的情节1998年在大陆上映时没有被删除、2012年上映却被删除，近日广电总局终于对此给出了解释：“考虑到3D电影的特殊性，我们担心播放此片段时观众会伸手去摸，打到前排观众的头，造成纠纷。出于建设精神文明社会的考虑，我们决定删除此片段。","No","No",1
"m7ylHBO8xk","【图片告诉你为什么单身那么多】你刷微博、你看新闻、你活在虚拟网络中，不要抱怨自己找不到女人或者男人，其实在三尺之内的美女或帅哥你都看不到，手机玩玩就好了，别错过了自己的花季雨季。你说说手机是不是都快成为你的情侣了？","观众和媒体质疑《泰坦尼克号》中Rose裸身让Jack作画的情节1998年在大陆上映时没有被删除、2012年上映却被删除，近日广电总局终于对此给出了解释：“考虑到3D电影的特殊性，我们担心播放此片段时观众会伸手去摸，打到前排观众的头，造成纠纷。出于建设精神文明社会的考虑，我们决定删除此片段。","No","No",1
"mwuIIHJTCY","一天津球迷致天津泰达足球俱乐部的一封公开信","观众和媒体质疑《泰坦尼克号》中Rose裸身让Jack作画的情节1998年在大陆上映时没有被删除、2012年上映却被删除，近日广电总局终于对此给出了解释：“考虑到3D电影的特殊性，我们担心播放此片段时观众会伸手去摸，打到前排观众的头，造成纠纷。出于建设精神文明社会的考虑，我们决定删除此片段。","No","No",1
"mA38ICVLrl","敬仰","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"m7y1WN2JAt","【笑不笑由你】某省长因贪腐入狱，儿子大学毕业，找不着工作，探监时诉苦。爸爸写了一字条，让兒儿子找他以前属下帮忙。兒儿子问：人走茶涼，现在写条子，管用吗？爸爸说：我在台上的时候，想让谁当官，就让谁当，现在，我在监狱里，想让谁进来，谁就得进来，放心吧，我的条子照样有效！","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","Yes","No",1
"m5PxKw4z8n","转发微博。","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"m87Y8nFuDu",":飞机上喜获一份人民日报，久未读中文报纸的吾如饥似渴地学习起来。学着学着，几道鼻血幸福地流淌:祖国太强大了！威服四海，震慑群小，领导慈祥，人民安康，资本家忧国忧民，残疾人载歌载舞，境外媒体纷纷亚克西，少数民族激动的抽筋！学着学着，吾站了起来，自豪地在飞机里走起了正步。。。","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","Yes","No",1
"mrMtJzTDkH","修炼自我，最重要","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"m4YVKF9mx1","调侃中，心酸重重满纸荒唐言，一把心酸泪！","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"mAaDhWbLUB","#李希光教授没说过这话#跳跃思维-0917举报涉嫌“发布不实信息”，我支持，你也赶快来支持吧。查看详情：LHwl","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"mnV1uF5ELT","从政，千军万马过独木桥，智商必然不低呵呵，善于分析形势，强。","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","Yes","No",1
"mVZUzt3o9t","谁来描述一下共产主义的场景？","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","Yes","No",1
"mF8H290qP3","钱多了什么都敢想，坑爹","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"mkbaA5yDSv","每次坐电梯，听到“叮”的一声开门声，都觉得自己在微波炉里。有时候里面还会有熟人。。。.","记者采访了某市民：＂你觉得神舟九号的发射成功说明了什么？＂市民：＂说明了我国解决教育问题、住房问题、医疗问题、食品安全问题比登天还难！＂","No","No",1
"mf6HzypQed","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mGxYftNhtD","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mNTwF2mz2X","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mrM6VzG4IK","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"m1rv46fs3","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mpGj9pSmOS","#正能量#","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mdOG6lmXWt","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mf6HCfESSm","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"m5P5r3lXYk","转发微博","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mgY4SPhanq","不是闹着玩的","该绳之以法。这就是＂爱国暴民＂的杰作！","No","No",1
"mdOUaN3Rhb","应该是2008年，六号。","请求大家一起转发。呼吁人大代表们亮出自己的良知，让这个不作为的最高人民法院知道无辜的人是不能杀的，冤案是必须纠正的，死扛不纠是要受到惩罚的。转发微博","No","No",1
"mJttAq0yya","这段话是助理给发的吧？不是重塑风格啊。就算批评Oasis，也应该是讲英文的啊～","请求大家一起转发。呼吁人大代表们亮出自己的良知，让这个不作为的最高人民法院知道无辜的人是不能杀的，冤案是必须纠正的，死扛不纠是要受到惩罚的。转发微博","No","No",1
"m6EgLxRlwg","今天凌晨欧冠比赛前，勒沃库森门将莱沃在球员通道里看见梅西，为了表示友好和活跃气氛，莱沃高兴的伸出手掌对梅西说，“givemeafive”。梅西愣了一下。。。。。后来的你们都知道了。","请求大家一起转发。呼吁人大代表们亮出自己的良知，让这个不作为的最高人民法院知道无辜的人是不能杀的，冤案是必须纠正的，死扛不纠是要受到惩罚的。转发微博","No","No",1
